# timestamp(s) tx ty tz qx qy qz qw
1.520530731 0.000000000 0.000000000 0.000000000 0.012787119 -0.023907110 0.999194201 -0.029595420
1.520530731 0.000000000 0.000000000 0.000000000 -0.012661182 0.024274450 -0.999182906 0.029731564
1.520530731 0.000000000 0.000000000 0.000000000 -0.012505861 0.026940006 -0.999183880 0.027375409
1.520530732 0.000000000 0.000000000 0.000000000 -0.012258710 0.029274125 -0.999204781 0.024136164
1.520530732 0.000000000 0.000000000 0.000000000 -0.012162267 0.030627441 -0.999217661 0.021865619
1.520530732 0.000000000 0.000000000 0.000000000 -0.012180981 0.029960064 -0.999232641 0.022094056
1.520530732 0.000000000 0.000000000 0.000000000 -0.012234129 0.027918480 -0.999242153 0.024207519
1.520530732 0.000000000 0.000000000 0.000000000 -0.012316861 0.025772299 -0.999223070 0.027154020
1.520530732 0.000000000 0.000000000 0.000000000 -0.012311134 0.023866878 -0.999230377 0.028591295
1.520530732 0.000000000 0.000000000 0.000000000 -0.012527232 0.025334563 -0.999207571 0.028026040
1.520530732 0.000000000 0.000000000 0.000000000 -0.012896615 0.029970285 -0.999101743 0.027040096
1.520530732 0.000000000 0.000000000 0.000000000 -0.013463104 0.038250495 -0.998828983 0.026387617
1.520530732 0.000000000 0.000000000 0.000000000 -0.013650997 0.042885673 -0.998635026 0.026505746
1.520530732 0.000000000 0.000000000 0.000000000 -0.013168064 0.039432675 -0.998820160 0.025098891
1.520530732 0.000000000 0.000000000 0.000000000 -0.012818462 0.035857245 -0.999030165 0.022105963
1.520530732 0.000000000 0.000000000 0.000000000 -0.012925314 0.035762946 -0.999066767 0.020482773
1.520530732 0.000000000 0.000000000 0.000000000 -0.012911396 0.035086777 -0.999078762 0.021067517
1.520530732 0.000000000 0.000000000 0.000000000 -0.013085989 0.035644294 -0.999023626 0.022583969
1.520530732 0.000000000 0.000000000 0.000000000 -0.013082875 0.033638013 -0.999046032 0.024583479
1.520530732 0.000000000 0.000000000 0.000000000 -0.012964836 0.032250968 -0.999109299 0.023924802
1.520530732 0.000000000 0.000000000 0.000000000 -0.012895475 0.032938927 -0.999146566 0.021327758
1.520530732 0.000000000 0.000000000 0.000000000 -0.012666045 0.032925588 -0.999204675 0.018587507
1.520530732 0.000000000 0.000000000 0.000000000 -0.012496700 0.033509315 -0.999222939 0.016567332
1.520530733 0.000000000 0.000000000 0.000000000 -0.012323505 0.033305300 -0.999224087 0.017032667
1.520530733 0.000000000 0.000000000 0.000000000 -0.011993756 0.031657219 -0.999268426 0.017792779
1.520530733 0.000000000 0.000000000 0.000000000 -0.011842405 0.030635365 -0.999283160 0.018825449
1.520530733 0.000000000 0.000000000 0.000000000 -0.011947069 0.031169438 -0.999255063 0.019366281
1.520530733 0.000000000 0.000000000 0.000000000 -0.012040155 0.030534642 -0.999255710 0.020265648
1.520530733 0.000000000 0.000000000 0.000000000 -0.012133878 0.028676986 -0.999280260 0.021664754
1.520530733 0.000000000 0.000000000 0.000000000 -0.012244999 0.028206853 -0.999279342 0.022253769
1.520530733 0.000000000 0.000000000 0.000000000 -0.012188336 0.026948926 -0.999312427 0.022357825
1.520530733 0.000000000 0.000000000 0.000000000 -0.012097672 0.026647635 -0.999343202 0.021370890
1.520530733 0.000000000 0.000000000 0.000000000 -0.012036239 0.025699984 -0.999371675 0.021234306
1.520530733 0.000000000 0.000000000 0.000000000 -0.012116103 0.024356751 -0.999368378 0.022864670
1.520530733 0.000000000 0.000000000 0.000000000 -0.012199926 0.023345595 -0.999334575 0.025230001
1.520530733 0.000000000 0.000000000 0.000000000 -0.012229595 0.023070238 -0.999281564 0.027469194
1.520530733 0.000000000 0.000000000 0.000000000 -0.012308279 0.023130592 -0.999197144 0.030307578
1.520530733 0.000000000 0.000000000 0.000000000 -0.012467122 0.024107944 -0.999070686 0.033483477
1.520530733 0.000000000 0.000000000 0.000000000 -0.012564904 0.026095932 -0.998931921 0.036001988
1.520530733 0.000000000 0.000000000 0.000000000 -0.012495220 0.027990444 -0.998824720 0.037544424
1.520530733 0.000000000 0.000000000 0.000000000 -0.012267551 0.029329876 -0.998788093 0.037571412
1.520530733 0.000000000 0.000000000 0.000000000 -0.011940279 0.027797223 -0.998924682 0.035131514
1.520530733 0.000000000 0.000000000 0.000000000 -0.011566823 0.024344281 -0.999197708 0.029622723
1.520530734 0.000000000 0.000000000 0.000000000 -0.011177356 0.020484146 -0.999482506 0.022140161
1.520530734 0.000000000 0.000000000 0.000000000 -0.011142263 0.017377170 -0.999642086 0.017017189
1.520530734 0.000000000 0.000000000 0.000000000 -0.011278744 0.017705691 -0.999637136 0.016878810
1.520530734 0.000000000 0.000000000 0.000000000 -0.011287870 0.020015415 -0.999451197 0.023859425
1.520530734 0.000000000 0.000000000 0.000000000 -0.011006017 0.024383361 -0.999083222 0.033422068
1.520530734 0.000000000 0.000000000 0.000000000 -0.010395478 0.025361609 -0.998809048 0.040363466
1.520530734 0.000000000 0.000000000 0.000000000 -0.010061819 0.024563823 -0.998810826 0.040893927
1.520530734 0.000000000 0.000000000 0.000000000 -0.009922925 0.024234960 -0.998942175 0.037798588
1.520530734 0.000000000 0.000000000 0.000000000 -0.010066421 0.024739157 -0.999062014 0.034084201
1.520530734 0.000000000 0.000000000 0.000000000 -0.010123392 0.024959910 -0.999106068 0.032581973
1.520530734 0.000000000 0.000000000 0.000000000 -0.009803240 0.021872955 -0.999151647 0.033488163
1.520530734 0.000000000 0.000000000 0.000000000 -0.009401466 0.018636912 -0.999202061 0.034051705
1.520530734 0.000000000 0.000000000 0.000000000 -0.009261940 0.016931132 -0.999221814 0.034399401
1.520530734 0.000000000 0.000000000 0.000000000 -0.009461342 0.016833102 -0.999191353 0.035267133
1.520530734 0.000000000 0.000000000 0.000000000 -0.009536731 0.015666735 -0.999202685 0.035462633
1.520530734 0.000000000 0.000000000 0.000000000 -0.009545381 0.014568596 -0.999265700 0.034127740
1.520530734 0.000000000 0.000000000 0.000000000 -0.009463899 0.013356531 -0.999346482 0.032228028
1.520530734 0.000000000 0.000000000 0.000000000 -0.009459480 0.012156590 -0.999358937 0.032317969
1.520530734 0.000000000 0.000000000 0.000000000 -0.009578893 0.011045572 -0.999299329 0.034454199
1.520530734 0.000000000 0.000000000 0.000000000 -0.009612851 0.010279993 -0.999275386 0.035364082
1.520530735 0.000000000 0.000000000 0.000000000 -0.009502374 0.008535637 -0.999312107 0.034816083
1.520530735 0.000000000 0.000000000 0.000000000 -0.009304057 0.005705115 -0.999348966 0.034387932
1.520530735 0.000000000 0.000000000 0.000000000 -0.009191491 0.002920616 -0.999353125 0.034645598
1.520530735 0.000000000 0.000000000 0.000000000 -0.009270422 0.001864728 -0.999331938 0.035302409
1.520530735 0.000000000 0.000000000 0.000000000 -0.009397851 0.002474207 -0.999302739 0.036049896
1.520530735 0.000000000 0.000000000 0.000000000 -0.009490692 0.003416682 -0.999292813 0.036223281
1.520530735 0.000000000 0.000000000 0.000000000 -0.009364956 0.003236310 -0.999339556 0.034961061
1.520530735 0.000000000 0.000000000 0.000000000 -0.009157141 0.003012803 -0.999432324 0.032281579
1.520530735 0.000000000 0.000000000 0.000000000 -0.009077155 0.003317850 -0.999513751 0.029645541
1.520530735 0.000000000 0.000000000 0.000000000 -0.009056000 0.003409614 -0.999539334 0.028766009
1.520530735 0.000000000 0.000000000 0.000000000 -0.009044400 0.003818122 -0.999505749 0.029864326
1.520530735 0.000000000 0.000000000 0.000000000 -0.009024299 0.004634820 -0.999404634 0.032976624
1.520530735 0.000000000 0.000000000 0.000000000 -0.008950271 0.004967753 -0.999247197 0.037419953
1.520530735 0.000000000 0.000000000 0.000000000 -0.009048623 0.005143001 -0.999020216 0.043014881
1.520530735 0.000000000 0.000000000 0.000000000 -0.009321913 0.005168887 -0.998772581 0.048370614
1.520530735 0.000000000 0.000000000 0.000000000 -0.009706785 0.005813399 -0.998592910 0.051809103
1.520530735 0.000000000 0.000000000 0.000000000 -0.009834905 0.006835815 -0.998583878 0.051834202
1.520530735 0.000000000 0.000000000 0.000000000 -0.009746718 0.007941418 -0.998705949 0.049278413
1.520530735 0.000000000 0.000000000 0.000000000 -0.009854295 0.009214183 -0.998788917 0.047314813
1.520530736 0.000000000 0.000000000 0.000000000 -0.010093170 0.009877481 -0.998724581 0.048474466
1.520530736 0.000000000 0.000000000 0.000000000 -0.010280265 0.010555177 -0.998514405 0.052458441
1.520530736 0.000000000 0.000000000 0.000000000 -0.010494005 0.010833080 -0.998298312 0.056329389
1.520530736 0.000000000 0.000000000 0.000000000 -0.010723758 0.010391617 -0.998226196 0.057632251
1.520530736 0.000000000 0.000000000 0.000000000 -0.010923360 0.009632069 -0.998286525 0.056673786
1.520530736 0.000000000 0.000000000 0.000000000 -0.010827331 0.008274030 -0.998487956 0.053255149
1.520530736 0.000000000 0.000000000 0.000000000 -0.010419501 0.007009646 -0.998797703 0.047386158
1.520530736 0.000000000 0.000000000 0.000000000 -0.009659158 0.004638235 -0.999077714 0.041580138
1.520530736 0.000000000 0.000000000 0.000000000 -0.008970992 0.001290952 -0.999220170 0.038430538
1.520530736 0.000000000 0.000000000 0.000000000 -0.008853828 -0.001428450 -0.999210958 0.038691479
1.520530736 0.000000000 0.000000000 0.000000000 -0.008891801 -0.004634455 -0.999084246 0.041594807
1.520530736 0.000000000 0.000000000 0.000000000 -0.008738337 -0.008733135 -0.998941867 0.044300347
1.520530736 0.000000000 0.000000000 0.000000000 -0.008334876 -0.013359569 -0.998905354 0.044047075
1.520530736 0.000000000 0.000000000 0.000000000 -0.007604022 -0.017842213 -0.999002261 0.040228302
1.520530736 0.000000000 0.000000000 0.000000000 -0.006877079 -0.021554546 -0.999152006 0.034400233
1.520530736 0.000000000 0.000000000 0.000000000 -0.006300893 -0.025535309 -0.999234540 0.028958258
1.520530736 0.000000000 0.000000000 0.000000000 -0.006103860 -0.029264480 -0.999203813 0.026421083
1.520530736 0.000000000 0.000000000 0.000000000 -0.006306780 -0.033431933 -0.999028590 0.028007250
1.520530736 0.000000000 0.000000000 0.000000000 -0.006916084 -0.036690592 -0.998752706 0.033151187
1.520530736 0.000000000 0.000000000 0.000000000 -0.007647437 -0.039682781 -0.998352425 0.040733630
1.520530737 0.000000000 0.000000000 0.000000000 -0.008026222 -0.043764249 -0.997886041 0.047367908
1.520530737 0.000000000 0.000000000 0.000000000 -0.007670814 -0.049077888 -0.997556628 0.049125282
1.520530737 0.000000000 0.000000000 0.000000000 -0.006733353 -0.055455563 -0.997344690 0.046721651
1.520530737 0.000000000 0.000000000 0.000000000 -0.005824509 -0.061383014 -0.997176728 0.042857608
1.520530737 0.000000000 0.000000000 0.000000000 -0.005425919 -0.066125182 -0.996947221 0.041161372
1.520530737 0.000000000 0.000000000 0.000000000 -0.005231200 -0.071028838 -0.996547814 0.042661378
1.520530737 0.000000000 0.000000000 0.000000000 -0.005026907 -0.075180277 -0.996091043 0.046100868
1.520530737 0.000000000 0.000000000 0.000000000 -0.004723402 -0.080155929 -0.995506471 0.050195439
1.520530737 0.000000000 0.000000000 0.000000000 -0.004675077 -0.084463416 -0.994968623 0.053679732
1.520530737 0.000000000 0.000000000 0.000000000 -0.004286204 -0.090730755 -0.994329991 0.055294005
1.520530737 0.000000000 0.000000000 0.000000000 -0.003102253 -0.098035097 -0.993787446 0.052592858
1.520530737 0.000000000 0.000000000 0.000000000 -0.001687934 -0.104503696 -0.993417755 0.046875294
1.520530737 0.000000000 0.000000000 0.000000000 -0.000125924 -0.112026459 -0.992890925 0.040220251
1.520530737 0.000000000 0.000000000 0.000000000 0.000818123 -0.118623703 -0.992276424 0.036266327
1.520530737 0.000000000 0.000000000 0.000000000 0.000832338 -0.121084405 -0.991938108 0.037371967
1.520530737 0.000000000 0.000000000 0.000000000 0.000757159 -0.121586979 -0.991663414 0.042658014
1.520530737 0.000000000 0.000000000 0.000000000 0.000522130 -0.121545357 -0.991349204 0.049529875
1.520530737 0.000000000 0.000000000 0.000000000 -0.000301622 -0.121404285 -0.990876064 0.058528064
1.520530737 0.000000000 0.000000000 0.000000000 -0.001239165 -0.120181759 -0.990399748 0.068287252
1.520530737 0.000000000 0.000000000 0.000000000 -0.002457118 -0.117861977 -0.989936006 0.078289338
1.520530738 0.000000000 0.000000000 0.000000000 -0.003757245 -0.116766759 -0.989356683 0.086745376
1.520530738 0.000000000 0.000000000 0.000000000 -0.004301953 -0.116890626 -0.989071835 0.089749540
1.520530738 0.000000000 0.000000000 0.000000000 -0.003488141 -0.118410589 -0.989193678 0.086386532
1.520530738 0.000000000 0.000000000 0.000000000 -0.001178828 -0.119784176 -0.989812818 0.076947696
1.520530738 0.000000000 0.000000000 0.000000000 0.001856347 -0.121039946 -0.990509391 0.065092486
1.520530738 0.000000000 0.000000000 0.000000000 0.004176180 -0.118998163 -0.991313867 0.055846341
1.520530738 0.000000000 0.000000000 0.000000000 0.005159850 -0.114136042 -0.992066534 0.052443610
1.520530738 0.000000000 0.000000000 0.000000000 0.004852849 -0.106298595 -0.992954990 0.052129140
1.520530738 0.000000000 0.000000000 0.000000000 0.004046254 -0.098177200 -0.993754649 0.052882539
1.520530738 0.000000000 0.000000000 0.000000000 0.004014051 -0.092302595 -0.994493984 0.049455379
1.520530738 0.000000000 0.000000000 0.000000000 0.005877078 -0.090433088 -0.995102381 0.039478712
1.520530738 0.000000000 0.000000000 0.000000000 0.008034704 -0.082827088 -0.996205872 0.025475049
1.520530738 0.000000000 0.000000000 0.000000000 0.009597703 -0.069768957 -0.997439737 0.012415607
1.520530738 0.000000000 0.000000000 0.000000000 0.010265057 -0.054718154 -0.998439569 0.004356579
1.520530738 0.000000000 0.000000000 0.000000000 0.010276734 -0.042860812 -0.999028193 0.000094809
1.520530738 0.000000000 0.000000000 0.000000000 -0.009830091 0.033140051 0.999401919 0.000954656
1.520530738 0.000000000 0.000000000 0.000000000 0.009117340 -0.025210139 -0.999640586 0.000147598
1.520530738 0.000000000 0.000000000 0.000000000 0.008184234 -0.015819850 -0.999838975 0.002185113
1.520530738 0.000000000 0.000000000 0.000000000 0.007001461 -0.003755661 -0.999941087 0.007395739
1.520530738 0.000000000 0.000000000 0.000000000 0.005622378 0.006868059 -0.999848581 0.014967749
1.520530739 0.000000000 0.000000000 0.000000000 0.004176577 0.013541720 -0.999627244 0.023335604
1.520530739 0.000000000 0.000000000 0.000000000 0.002696216 0.021893778 -0.999267467 0.031271758
1.520530739 0.000000000 0.000000000 0.000000000 0.001821238 0.030926070 -0.998709574 0.040242374
1.520530739 0.000000000 0.000000000 0.000000000 0.001353021 0.038542433 -0.998014955 0.049787553
1.520530739 0.000000000 0.000000000 0.000000000 0.000565536 0.046650723 -0.997082226 0.060418749
1.520530739 0.000000000 0.000000000 0.000000000 -0.000004456 0.054110554 -0.995805452 0.073780410
1.520530739 0.000000000 0.000000000 0.000000000 -0.000416845 0.061218932 -0.994305316 0.087229628
1.520530739 0.000000000 0.000000000 0.000000000 -0.000771131 0.066702092 -0.993006953 0.097403426
1.520530739 0.000000000 0.000000000 0.000000000 -0.001100712 0.069980788 -0.992251214 0.102659661
1.520530739 0.000000000 0.000000000 0.000000000 -0.001123624 0.070436695 -0.992174126 0.103091770
1.520530739 0.000000000 0.000000000 0.000000000 -0.001589667 0.074231872 -0.992235462 0.099779210
